Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
ALMS1	gene	ALMS1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Alstrom syndrome, MIM# 203800			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	27142762;25846608;18154657;25296579;17146208;17940554;22043170;31889847;2231654;8418611;8181924;8556827;9663233;25864795;8556827;11941369		False	3	50;0;50	1.83	True		ENSG00000116127	ENSG00000116127	HGNC:428													
AMER1	gene	AMER1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Osteopathia striata with cranial sclerosis, OMIM:300373			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	19079258;22987541;23401208;28497491;32879452;35186393;20950377;22043478		False	3	100;0;0	1.83	True		ENSG00000184675	ENSG00000184675	HGNC:26837													
AMOTL1	gene	AMOTL1	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Orofacial clefting syndrome, MONDO:0015335, AMOTL1-related			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	36751037		False	3	100;0;0	1.83	True		ENSG00000166025	ENSG00000166025	HGNC:17811													
AMPD2	gene	AMPD2	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Pontocerebellar hypoplasia, type 9, MIM#615809			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	23911318;27066553		False	3	100;0;0	1.83	True		ENSG00000116337	ENSG00000116337	HGNC:469													
AMT	gene	AMT	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Glycine encephalopathy MIM#605899			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	3	100;0;0	1.83	True		ENSG00000145020	ENSG00000145020	HGNC:473													
ANK2	gene	ANK2	Expert Review Green;Other	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Complex neurodevelopmental disorder, MONDO:0100038			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	22542183;25363768;27479843;28554332;30564305;30755392;31981491;33004838;33057194		False	3	100;0;0	1.83	True		ENSG00000145362	ENSG00000145362	HGNC:493													
ANK3	gene	ANK3	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Mental retardation, autosomal recessive, 37 615493;Intellectual disability, autosomal dominant			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	23390136;28687526		False	3	100;0;0	1.83	True		ENSG00000151150	ENSG00000151150	HGNC:494													
ANKRD11	gene	ANKRD11	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	KBG syndrome, MIM # 148050			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	3	100;0;0	1.83	True		ENSG00000167522	ENSG00000167522	HGNC:21316													
ANKRD17	gene	ANKRD17	Expert Review Green;Research	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Chopra-Amiel-Gordan syndrome, MIM# 619504;Intellectual disability;dysmorphic features			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	33909992		False	3	50;50;0	1.83	True		ENSG00000132466	ENSG00000132466	HGNC:23575													
ANO4	gene	ANO4	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	neurodevelopmental disorder MONDO:0700092, ANO4-related			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	38744284		False	3	100;0;0	1.83	True		ENSG00000151572	ENSG00000151572	HGNC:23837													
AP1B1	gene	AP1B1	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Intellectual disability;enteropathy;deafness;ichthyosis;keratoderma			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	31630788;31630791		False	3	100;0;0	1.83	True		ENSG00000100280	ENSG00000100280	HGNC:554													
AP1G1	gene	AP1G1	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Usmani-Riazuddin syndrome, autosomal dominant, MIM# 619467;Usmani-Riazuddin syndrome, autosomal recessive, MIM# 619548;Neurodevelopmental disorder (NDD);Intellectual Disability;Epilepsy			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	34102099		False	3	100;0;0	1.83	True		ENSG00000166747	ENSG00000166747	HGNC:555													
AP1S1	gene	AP1S1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	MEDNIK syndrome, MIM# 609313			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	30244301;24754424;19057675;23423674		False	3	100;0;0	1.83	True		ENSG00000106367	ENSG00000106367	HGNC:559													
AP1S2	gene	AP1S2	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Pettigrew syndrome, MIM# 304340			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	17186471;17617514;19377476;30714330;23756445		False	3	100;0;0	1.83	True		ENSG00000182287	ENSG00000182287	HGNC:560													
AP2M1	gene	AP2M1	Expert list;Expert Review Green	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Intellectual developmental disorder 60 with seizures, MIM#	618587"			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	31104773		False	3	100;0;0	1.83	True		ENSG00000161203	ENSG00000161203	HGNC:564													
AP3B1	gene	AP3B1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Hermansky-Pudlak syndrome 2, MIM# 608233;MONDO:0011997			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	10024875;11809908;14566336		False	3	100;0;0	1.83	True		ENSG00000132842	ENSG00000132842	HGNC:566													
AP3B2	gene	AP3B2	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Early-onset epileptic encephalopathy with optic atrophy, MIM#617276			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	27889060		False	3	100;0;0	1.83	True		ENSG00000103723	ENSG00000103723	HGNC:567													
AP4B1	gene	AP4B1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Spastic paraplegia 47, autosomal recessive, MIM# 614066			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	21620353;22290197;24700674;24781758;32979048;32171285;32166732;31525725;31525725		False	3	100;0;0	1.83	True		ENSG00000134262	ENSG00000134262	HGNC:572													
AP4E1	gene	AP4E1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Spastic paraplegia 51, autosomal recessive, MIM# 613744			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	20972249;21620353;21937992		False	3	100;0;0	1.83	True		ENSG00000081014	ENSG00000081014	HGNC:573													
AP4M1	gene	AP4M1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Spastic paraplegia 50, autosomal recessive, MIM# 612936			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	19559397;21937992;21937992;32979048;31915823;29096665;28464862;25496299		False	3	100;0;0	1.83	True		ENSG00000221838	ENSG00000221838	HGNC:574													
AP4S1	gene	AP4S1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Spastic paraplegia 52, autosomal recessive, MIM# 614067			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	21620353;25552650;32979048;32216065;31915823;30283821;27444738		False	3	100;0;0	1.83	True		ENSG00000100478	ENSG00000100478	HGNC:575													
APC2	gene	APC2	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Cortical dysplasia, complex, with other brain malformations 10, MIM#618677			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	31585108		False	3	100;0;0	1.83	True		ENSG00000115266	ENSG00000115266	HGNC:24036													
APOPT1	gene	APOPT1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex IV deficiency, nuclear type 17, MIM#619061			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	25175347		False	3	100;0;0	1.83	True		ENSG00000256053	ENSG00000256053	HGNC:20492													
ARCN1	gene	ARCN1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Short stature, rhizomelic, with microcephaly, micrognathia, and developmental delay (MIM#617164)			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	27476655;33154040		False	3	100;0;0	1.83	True		ENSG00000095139	ENSG00000095139	HGNC:649													
ARF1	gene	ARF1	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Periventricular nodular heterotopia 8, MIM# 618185			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	28868155;34353862		False	3	100;0;0	1.83	True		ENSG00000143761	ENSG00000143761	HGNC:652													
ARF3	gene	ARF3	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Neurodevelopmental disorder (MONDO:0700092), ARF3-related;Global developmental delay;Intellectual disability;Seizures;Morphological abnormality of the central nervous system			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	34346499;36369169		False	3	50;50;0	1.83	True		ENSG00000134287	ENSG00000134287	HGNC:654													
ARFGEF1	gene	ARFGEF1	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Developmental delay, impaired speech, and behavioral abnormalities, MIM# 619964			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	34113008		False	3	100;0;0	1.83	True		ENSG00000066777	ENSG00000066777	HGNC:15772													
ARFGEF2	gene	ARFGEF2	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Periventricular heterotopia with microcephaly (MIM#608097)			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	25160555;26126837;23812912		False	3	100;0;0	1.83	True		ENSG00000124198	ENSG00000124198	HGNC:15853													
ARG1	gene	ARG1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Argininaemia MIM#207800			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	3	100;0;0	1.83	True		ENSG00000118520	ENSG00000118520	HGNC:663													
ARHGAP35	gene	ARHGAP35	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	neurodevelopmental disorder, ARHGAP35-related MONDO#0700092			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	33057194		False	3	50;50;0	1.83	True		ENSG00000160007	ENSG00000160007	HGNC:4591													
ARHGEF9	gene	ARHGEF9	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Developmental and epileptic encephalopathy 8, MIM# 300607			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	31942680;30048823;29130122;28620718;33600053;32939676		False	3	100;0;0	1.83	True		ENSG00000131089	ENSG00000131089	HGNC:14561													
ARID1A	gene	ARID1A	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Coffin-Siris syndrome 2 (MIM#614607)			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	23929686;22426308;25168959		False	3	100;0;0	1.83	True		ENSG00000117713	ENSG00000117713	HGNC:11110													
ARID1B	gene	ARID1B	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Coffin-Siris syndrome 1, MIM 135900			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	25674384;30349098;26506440		False	3	100;0;0	1.83	True		ENSG00000049618	ENSG00000049618	HGNC:18040													
ARID2	gene	ARID2	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Coffin-Siris syndrome 6, MIM#	617808"			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	26238514;30838730;29698805;28884947;28124119		False	3	100;0;0	1.83	True		ENSG00000189079	ENSG00000189079	HGNC:18037													
ARL13B	gene	ARL13B	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 8, MIM# 612291			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	18674751;25138100;26092869;27894351;29255182;17488627		False	3	100;0;0	1.83	True		ENSG00000169379	ENSG00000169379	HGNC:25419													
